3.7765505e-5, -0.28969958, 3.756631e-5, 
0.02721135, -0.6499187, 0.026931863, 
0.04462285, -0.26214, 0.04437471, 
0.055493362, -0.28984252, 0.05507687, 
0.06423207, -0.055197384, 0.064039506, 
-0.12107066, 0.06229952, -0.1207031, 
-0.11672428, 0.12424294, -0.116142504, 
-0.113838665, 0.24825542, -0.11281523, 
-0.1131172, -0.13141897, -0.11317023, 
-0.29898828, 0.10367634, -0.2975122, 
-0.296112, -0.15178722, -0.29551044, 
-0.29466128, -0.0138002215, -0.2933789, 
-0.29172522, 0.041466463, -0.29005048, 
-0.47722822, -0.020732906, -0.4747266, 
-0.4786909, 0.2766278, -0.4742101, 
-0.48012838, -0.10352806, -0.4776549, 
-0.48376253, 0.117272966, -0.47956505, 
-0.4844844, -0.11037538, -0.48160905, 
-0.48666582, -0.034499973, -0.48297212, 
-0.66916543, -0.13824867, -0.6645513, 
-0.6662633, -0.18737453, -0.6617853, 
-0.6706113, 0.24896452, -0.66173077, 
-0.6713313, -0.22739992, -0.66654384, 
-0.6807899, 0.345564, -0.66965574, 
-0.6886916, -0.22789489, -0.68304616, 
-0.69813454, -0.20685531, -0.6918123, 
-0.71195257, -0.08955922, -0.703688, 
-0.736155, 0.027567325, -0.72562724, 
-0.77612597, 0.3232976, -0.7605555, 
-0.82791054, 0.52257746, -0.80799973, 
-0.8438105, -0.7290167, -0.84068656, 
-0.8641758, -0.6126442, -0.8588944, 
-0.88593054, -0.23465429, -0.87415636, 
-0.91434413, -0.16548143, -0.9004066, 
-0.95654714, -0.006893126, -0.93853366, 
-0.9968236, -0.2275076, -0.9811207, 
-1.0120692, -0.693109, -1.0038884, 
-1.0201939, -0.82299095, -1.0140147, 
-1.0150092, -0.61630815, -1.0046883, 
-1.0024269, -0.2625524, -0.98479426, 
-0.9848595, -0.67871684, -0.9755752, 
-0.95803344, -0.5327139, -0.9458772, 
-0.9340279, -0.44175857, -0.91995907, 
-0.91728085, -0.45898452, -0.90349203, 
-0.9063536, -0.5225141, -0.8938491, 
-0.9005478, -0.36021647, -0.8838748, 
-0.8976409, -0.23977931, -0.87750167, 
-0.9056405, -0.82923967, -0.8995847, 
-0.92527145, -1.3279432, -0.93159777, 
-0.96504843, -0.6402251, -0.95244116, 
-1.0035644, -0.40516722, -0.9831754, 
-1.0468385, -1.0782515, -1.0433335, 
-1.0968958, -0.5515849, -1.0770388, 
-1.1523888, 0.41283348, -1.102365, 
-1.2157964, -0.8533151, -1.19967, 
-1.2971004, 0.39701465, -1.2404698, 
-1.3829384, 2.0324318, -1.27175, 
-1.5078639, -0.8441065, -1.478877, 
-1.620842, 0.31853968, -1.5507157, 
-1.6684717, -1.0722545, -1.6395898, 
-1.7108955, -1.2946185, -1.687274, 
-1.7370892, -4.231779, -1.8096318, 
-1.7899854, -4.245252, -1.863831, 
-1.8123071, -4.6298656, -1.9010683, 
-1.74215, -2.7876627, -1.7726318, 
-1.5844634, 1.3655246, -1.476312, 
-1.3925519, 2.6894, -1.2413782, 
-1.196404, 2.9576411, -1.0386072, 
-1.0055382, 4.4838686, -0.7953967, 
-0.86926246, 1.3909074, -0.77159613, 
-0.86195, -2.2754934, -0.89730084, 
-1.0937996, -3.363138, -1.1622463, 
-1.2678937, 4.9299507, -1.0217221, 
-1.2045335, 0.6095908, -1.1178373, 
-1.1950164, -6.0755935, -1.3610203, 
-1.1807455, -1.675529, -1.183532, 
-1.1010048, 0.647166, -1.0178009, 
-0.9756485, 2.6144965, -0.81949633, 
-0.90574324, 5.5610228, -0.6344007, 
-0.8911627, 1.232634, -0.7844721, 
-0.93122476, 0.5051102, -0.8498254, 
-1.032355, -0.5270839, -0.9866028, 
-1.1611003, -1.4633416, -1.1470032, 
-1.315886, -1.5755683, -1.3003818, 
-1.483903, -2.6641355, -1.5055614, 
-1.5953484, -1.0980469, -1.5504844, 
-1.7768475, 3.8270028, -1.5250099, 
-1.6710169, 0.71145976, -1.5453275, 
-1.4791181, -3.8157904, -1.5437086, 
-1.508261, -1.9905167, -1.4990538, 
-1.5149935, -2.3397088, -1.5202615, 
-1.5636256, -3.195496, -1.6028179, 
-1.6414566, -2.0310922, -1.6307518, 
-1.7430375, -3.6384745, -1.7950013, 
-1.8035107, -0.74690133, -1.7345233, 
-1.7657019, 2.037561, -1.5816644, 
-1.6442822, 6.9107533, -1.259266, 
-1.3920941, 2.8031793, -1.1824535, 
-1.2811551, 3.9949958, -1.0230966, 
-1.2314792, -1.224354, -1.1901332, 
-1.2427088, -3.426794, -1.2933859, 
-1.2763135, -6.336501, -1.449703, 
-1.3106521, -5.990217, -1.4719856, 
-1.3255756, -3.741238, -1.3950436, 
-1.3017074, -4.4841895, -1.4054677, 
-1.2052999, 0.11720556, -1.1209136, 
-1.1049079, 4.302152, -0.8466558, 
-1.0492322, 4.5678844, -0.7782135, 
-1.0051917, 0.93558013, -0.88594073, 
-0.99499995, -0.83942986, -0.9500828, 
-0.99132425, 0.5258951, -0.8885771, 
-0.9970944, -2.3936288, -1.0168812, 
-1.0282099, -3.9213254, -1.1125683, 
-1.2169716, -1.0603501, -1.1740087, 
-1.2102633, -0.7343932, -1.1536361, 
-1.1910172, -0.20787793, -1.112485, 
-1.1880617, -1.6086314, -1.1685951, 
-1.2127274, -1.0602896, -1.1691926, 
-1.2402967, -0.04136523, -1.1520488, 
-1.276865, -1.1352347, -1.2328715, 
-1.2917768, -0.35393274, -1.2136998, 
-1.3214035, -0.12311521, -1.231543, 
-1.3420976, -1.4888891, -1.3088907, 
-1.3473235, -1.2485873, -1.3037554, 
-1.3242428, -0.2772138, -1.2400491, 
-1.2858768, 0.99738187, -1.1480494, 
-1.2983779, 3.3348513, -1.0583802, 
-1.2864976, -0.048547998, -1.1885234, 
-1.3013998, 1.9674014, -1.1155378, 
-1.2962183, 0.82120115, -1.1573663, 
-1.3234, -1.9168285, -1.2992465, 
-1.3607062, -4.0330553, -1.4261587, 
-1.3965173, -0.049324635, -1.291576, 
-1.3725785, 0.40077823, -1.2483749, 
-1.3468986, -0.8016179, -1.274189, 
-1.3114284, -0.8948321, -1.2438873, 
-1.2730132, -1.7308614, -1.2427397, 
-1.2536405, -0.43460763, -1.1689197, 
-1.242454, 0.11467715, -1.134052, 
-1.25125, -0.4890595, -1.1674882, 
-1.2800728, -1.1716756, -1.2238796, 
-1.3069069, -0.9481865, -1.2399188, 
-1.348146, 0.23441328, -1.2283688, 
-1.3687315, 1.9740782, -1.172275, 
-1.3241577, -1.1687374, -1.2622391, 
-1.2681863, 1.3290346, -1.1012404, 
-1.24155, -0.50052357, -1.1525674, 
-1.2319467, -0.75030845, -1.153627, 
-1.2474817, -2.0304759, -1.2232248, 
-1.2855574, -2.4347472, -1.2776765, 
-1.3437319, -3.252727, -1.3694365, 
-1.382549, -6.712291, -1.5569546, 
-1.3720914, -0.006937605, -1.2622001, 
-1.2967445, 2.8240385, -1.0671798, 
-1.215782, 4.251704, -0.92523944, 
-1.1197928, 3.8376198, -0.84746796, 
-1.070629, 1.5247777, -0.8965758, 
-1.0537531, -1.2069511, -0.996225, 
-1.0692854, -1.7343378, -1.0339447, 
-1.095415, -2.136375, -1.0768028, 
-1.1349341, -1.8766035, -1.1042491, 
-1.1647744, -0.08290474, -1.0561157, 
-1.1588101, 0.99614924, -1.0031505, 
-1.1229113, 0.47122213, -0.9899647, 
-1.0851333, 1.7526033, -0.8976221, 
-1.0529594, 1.5132877, -0.87521774, 
-1.0588803, 0.12399936, -0.938869, 
-1.0871743, -2.3514636, -1.0716501, 
-1.1237202, -3.3142676, -1.1490386, 
-1.1774186, -3.038359, -1.19023, 
-1.2198715, -2.2430098, -1.1980369, 
-1.2444807, -0.9871929, -1.1683048, 
-1.206835, 4.1274195, -0.9118607, 
-1.1766603, 4.0928593, -0.8807475, 
-1.0915931, 1.5463281, -0.90533364, 
-1.061506, 2.6558194, -0.8269954, 
-1.0512322, -0.7951951, -0.963093, 
-1.1033117, -3.2697284, -1.119252, 
-1.1637391, -5.266767, -1.264696, 
-1.2427336, -4.6242657, -1.3157284, 
-1.2837675, -3.5873258, -1.3129036, 
-1.3129368, -0.5685676, -1.2125069, 
-1.2796911, 2.8090658, -1.0346586, 
-1.2381141, 2.795133, -0.9925407, 
-1.1612563, 1.8009549, -0.9590782, 
-1.1297904, 1.7282797, -0.9300946, 
-1.1231811, 0.6489293, -0.968286, 
-1.1137666, 0.7614349, -0.9533046, 
-1.1326435, -3.0087996, -1.1322491, 
-1.1565065, -3.3766565, -1.1723711, 
-1.1983895, -1.3841581, -1.128427, 
-1.2036066, -0.13955353, -1.0800271, 
-1.1821984, -0.2766441, -1.064738, 
-1.1349444, 0.7662364, -0.97402143, 
-1.090573, 0.27563635, -0.9514322, 
-1.0716922, -1.0669725, -0.99023294, 
-1.0657778, -2.4723785, -1.0450788, 
-1.0956658, -4.69491, -1.170449, 
-1.1470342, -3.8343549, -1.1852851, 
-1.2030518, -0.22150104, -1.0853392, 
-1.1638614, 3.1496859, -0.9019624, 
-1.1103523, 5.5249963, -0.74550104, 
-1.0494169, 4.8979735, -0.70956695, 
-0.9906565, 2.1576962, -0.7671562, 
-0.9637796, 3.8046138, -0.66851103, 
-0.93538445, 0.57266617, -0.777095, 
-0.93899155, -1.3578951, -0.86254764, 
-0.95811903, -2.5161467, -0.93098146, 
-0.9640006, -4.713489, -1.0321858, 
-0.99498725, -4.550198, -1.0576016, 
-1.019379, -4.7271147, -1.0911981, 
-1.0551436, -5.0167713, -1.1407143, 
-1.071558, -6.0724006, -1.2048684, 
-1.0618567, -1.7911146, -1.0151197, 
-1.0222826, 0.9332305, -0.86053467, 
-1.0477643, 5.869939, -0.671156, 
-0.9621129, 4.526589, -0.64220965, 
-0.8856268, 3.8615432, -0.5939001, 
-0.88271755, 1.2347405, -0.70083976, 
-0.88708466, 1.8958812, -0.67522335, 
-0.9009275, 1.5561062, -0.70120853, 
-0.9140104, -1.8734852, -0.8593345, 
-0.9272893, -5.043434, -1.0089086, 
-0.9449881, -4.5734625, -1.0087119, 
-0.95980495, -2.052524, -0.91733956, 
-0.94583184, -0.04192822, -0.8184494, 
-0.90630126, 2.7229335, -0.66130275, 
-0.8851493, 1.3245285, -0.6986407, 
-0.8669917, 1.4757447, -0.6733257, 
-0.85900563, 0.67242444, -0.69860137, 
-0.88507015, -3.033342, -0.8814367, 
-0.9151604, -0.7913246, -0.8157258, 
-0.94992375, -2.7665253, -0.9336152, 
-0.963894, -3.3164701, -0.97193074, 
-0.9785991, -4.553971, -1.0408049, 
-0.94390774, 1.277785, -0.7602551, 
-0.89316, 4.1011176, -0.58924186, 
-0.84732115, 4.231038, -0.5364049, 
-0.81681097, 0.7158957, -0.6543007, 
-0.8110524, 1.1733899, -0.6282544, 
-0.8037868, -1.2068859, -0.7218316, 
-0.8103895, 0.54098326, -0.65372616, 
-0.8348815, -1.7737646, -0.77531606, 
-0.8752213, -1.325966, -0.7955267, 
-0.9059651, -3.1676652, -0.9041226, 
-1.0838861, -3.099861, -1.0732176, 
-1.0420289, -0.4465232, -0.921167, 
-0.9850041, -1.4494765, -0.9091734, 
-0.9717668, 2.8355832, -0.71341056, 
-1.0292931, 1.0423651, -0.84266376, 
-1.0485756, 3.2156825, -0.76655364, 
-1.0147909, -1.7728372, -0.9449586, 
-1.0192304, -0.35889298, -0.88923883, 
-1.047929, -0.07437997, -0.9041096, 
-1.0730145, -4.0529532, -1.0981021, 
-1.1238096, -3.9252484, -1.1435809, 
-1.1514888, -6.0868163, -1.2651298, 
-1.1305163, 1.584059, -0.9191551, 
-1.0548701, 4.4376793, -0.72223306, 
-0.9687108, 4.966783, -0.613154, 
-0.9142501, 4.8270326, -0.563049, 
-0.900435, 3.3466463, -0.6095283, 
-0.88082564, -1.2609665, -0.7857112, 
-0.8910855, -4.6027374, -0.9393209, 
-0.90283245, -5.023698, -0.97136456, 
